"TABLA 30 ""OCUPACIÓN APLICABLE A LOS EMPLEADORES DEL SECTOR PRIVADO"".",,,,,,,,,,,,
"Dependiendo de la Categoría Ocupacional que se seleccione, se habilitarán los códigos de Ocupación.",,,,,,,,,,,,
(1) Código que puede ser asumido para la Categoría Ocupacional y (0) No se habilita el registro de esta Ocupación para la Categoría Ocupacional. ,,,,,,,,,,,,
Código,NOMBRE,Ejecutivo,Empleado,Obrero,,,,,,,,
778018,CONSTRUCTOR DE ATAUDES,1,1,1,,,,,,,,
778019,CONSTRUCTOR DE KIOSCOS DE MADERA,1,1,1,,,,,,,,
778020,CURVADOR DE MADERA,1,1,1,,,,,,,,
778021,"EBANISTA, MARQUETERIA",1,1,1,,,,,,,,
778022,EBANISTA DE MESA DE BILLAR,1,1,1,,,,,,,,
778023,EBANISTA DE PIANOS,1,1,1,,,,,,,,
778024,EBANISTAS DE ESTUCHES PARA INSTRUMENTOS,1,1,1,,,,,,,,
778025,"EBANISTA O CARPINTERO EN MADERA, EXCEPTO CONSTRUCCION",1,1,1,,,,,,,,
778026,LAQUEADOR DE MUEBLES DE MADERA,1,1,1,,,,,,,,
778027,MAQUETISTA EN MADERA,1,1,1,,,,,,,,
778028,MODELISTA EN MADERA,1,1,1,,,,,,,,
778029,MUEBLISTA DE MADERA EN GENERAL,1,1,1,,,,,,,,
778030,"OPERADOR DE MAQ. DE LABRAR MADERA,EN GENERAL",1,1,1,,,,,,,,
778031,"OPERADOR DE MAQUINAS DE LABRAR, EN GENERAL",1,1,1,,,,,,,,
778032,"PIPERO, PIPAS DE FUMAR",1,1,1,,,,,,,,
778033,RESTAURADOR DE ARTICULOS DE MADERA,1,1,1,,,,,,,,
778034,TALLADOR DE MADERA,1,1,1,,,,,,,,
778035,"TALLISTA, MADERA",1,1,1,,,,,,,,
778036,TONELERO,1,1,1,,,,,,,,
778037,"TORNERO,LABRA DE MADERA",1,1,1,,,,,,,,
778038,TRAZADOR DE EBANISTERIA,1,1,1,,,,,,,,
778039,"TRAZADOR, LABRADO DE MADERA",1,1,1,,,,,,,,
778040,"TUPISTA, LABRA DE MADERA",1,1,1,,,,,,,,
779001,"CONFECCIONADOR DE VELAS,CARPAS Y TOLDOS",1,1,1,,,,,,,,
779002,CONFECCIONADOR DE ALFOMBRAS DE NUDOS A MANO,1,1,1,,,,,,,,
779003,CONFECCIONADOR DE BOLSAS DE HILO,1,1,1,,,,,,,,
779004,CONFECCIONADOR DE CALZADO DE CAÐAMO,1,1,1,,,,,,,,
779005,CONFECCIONADOR DE CALZADO DE LONA,1,1,1,,,,,,,,
779006,CONFECCIONADOR DE FLORES ARTIFICIALES(DE TELA),1,1,1,,,,,,,,
779007,CONFECCIONADOR DE PLUMEROS DE TELA,1,1,1,,,,,,,,
779008,GUARNECEDOR CON PLUMAS DE ADORNO,1,1,1,,,,,,,,
779009,PARAGUERO,1,1,1,,,,,,,,
781001,"AJUSTADOR-MODELISTA,FUNDICION",1,1,1,,,,,,,,
781002,AJUSTADOR DE MANDRILES Y CALIBRADORES,1,1,1,,,,,,,,
781003,AJUSTADOR-MODELISTAS Y TRAZADORES MATRICES EN METAL,1,1,1,,,,,,,,
781004,"AJUSTADOR-OPERADOR MAQ. HERRAMIENTAS, EN GENERAL",1,1,1,,,,,,,,
781005,AJUSTADOR-OPERADOR DE TORNO,1,1,1,,,,,,,,
781006,"AJUSTADOR-OPERADOR DE FRESADORA,INCLUYE DE METAL",1,1,1,,,,,,,,
781007,"AJUSTADOR-OPERADOR CEPILLADORA, INCLUYE METALES",1,1,1,,,,,,,,
781008,AJUSTADOR-OPERADOR MANDRILADORA DE METALES,1,1,1,,,,,,,,
781009,AJUSTADOR-OPERADOR DE TALADRADORA,1,1,1,,,,,,,,
781010,"AJUSTADOR-OPERADOR RECTIFICADORA, INCLUYE CILINDROS Y METAL",1,1,1,,,,,,,,
781011,AJUSTADOR-OPERADOR DE ESMERILADORA DE METALES,1,1,1,,,,,,,,
781012,AJUSTADOR-OPERADOR DE MAQUINA DE LAPIDAR,1,1,1,,,,,,,,
781013,AJUSTADOR-OPERADOR DE ESCOPLEADORA DE METALES,1,1,1,,,,,,,,
781014,AJUSTADOR-OPERADOR DE TORNO DE ROSCAR,1,1,1,,,,,,,,
781015,AJUSTADOR-OPERADOR DE MAQ. DE TALLAR ENGRANAJES,1,1,1,,,,,,,,
781016,AJUSTADOR-OPERADOR DE MAQUINA MORTAJADORA,1,1,1,,,,,,,,
781017,AJUSTADOR-OPERADOR DE MAQUINAS DE MECANISMO NUMERICO DE CON,1,1,1,,,,,,,,
781018,AYUDANTE DE HERRERO,1,1,1,,,,,,,,
781019,AFILADOR EN GENERAL,1,1,1,,,,,,,,
781020,AMOLADOR DE SIERRAS,1,1,1,,,,,,,,
781021,ARMERO,1,1,1,,,,,,,,
781022,CARPINTERIA METALICA,1,1,1,,,,,,,,
781023,CEPILLADOR DE METALES,1,1,1,,,,,,,,
781024,CERRAJERO,1,1,1,,,,,,,,
781025,COMBERO,1,1,1,,,,,,,,
781026,CONFECCIONADOR A MANO DE PIEZAS DE METAL,1,1,1,,,,,,,,
781027,ESCOPETERO,1,1,1,,,,,,,,
781028,FRESADOR,1,1,1,,,,,,,,
781029,FORJADOR,1,1,1,,,,,,,,
781030,HERRAMENTISTA,1,1,1,,,,,,,,
781031,"HERRADOR,HERRERO",1,1,1,,,,,,,,
781032,"HERRERO,EN GENERAL",1,1,1,,,,,,,,
781033,LLAVERERO,1,1,1,,,,,,,,
781034,MANDRILADOR,1,1,1,,,,,,,,
781035,MANDRILERO,1,1,1,,,,,,,,
781036,MARTILLADOR-HERRERIA,1,1,1,,,,,,,,
781037,MECANICO-AJUSTADOR,1,1,1,,,,,,,,
781038,MECANICO ESPECIALISTA EN HERRAMIENTAS Y MATRICES,1,1,1,,,,,,,,
781039,"MODELISTA-AJUSTADOR, FUNDICION",1,1,1,,,,,,,,
781040,OPERADOR MAQUINAS HERRAMIENTA AUTOMATICA MANDO NUMERICO,1,1,1,,,,,,,,
781041,OPERADOR DE ESMERILADORA,1,1,1,,,,,,,,
781042,OPERADOR DE ESCOPLEADORA,1,1,1,,,,,,,,
781043,OPERADOR DE MAQUINAS HERRAMIENTAS EN GENERAL,1,1,1,,,,,,,,
781044,OPERADOR DE MAQUINA DE FUNCION MULTIPLE,1,1,1,,,,,,,,
781045,OPERADOR DE MAQUINA DE TRANSFERENCIA AUTOMATICA,1,1,1,,,,,,,,
781046,OPERADOR DE MAQUINA DE TALLAR ENGRANAJES,1,1,1,,,,,,,,
781047,OPERADOR DE MAQUINA LAPIADORA DE METALES,1,1,1,,,,,,,,
781048,OPERADOR DE SIERRA MECANICA DE METALES,1,1,1,,,,,,,,
781049,OPERADOR DE TALADRADORA DE METAL,1,1,1,,,,,,,,
781050,OPERADOR DE MAQUINAS PARA FABRICAR TORNILLOS,1,1,1,,,,,,,,
781051,OBREROS DE LA MANUFACTURA A MANO DE PZAS METAL,1,1,1,,,,,,,,
781052,"OBREROS FCION MUELLES, CLAVOS, TORNILLOS, CABLES",1,1,1,,,,,,,,
781053,OPERADOR DE CIZALLA MECANICA,1,1,1,,,,,,,,
781054,OPERADOR DE MAQUINA DE CURVAR METALES,1,1,1,,,,,,,,
781055,"OPERADOR DE PRENSA MECANICA,DE METALES",1,1,1,,,,,,,,
781056,OPERADOR DE TIJERA MECANICA,1,1,1,,,,,,,,
781057,OPERADOR DE TORNO DE EMBUTIR,1,1,1,,,,,,,,
781058,"PULIDOR DE METALES, A MAQUINA",1,1,1,,,,,,,,
781059,"PULIDOR DE METALES, A MANO",1,1,1,,,,,,,,
781060,RECTIFICADOR DE METALES,1,1,1,,,,,,,,
781061,"RECTIFICADOR DE CILINDROS,TRABAJO DE METALES",1,1,1,,,,,,,,
781062,"REGULADORES DE MAQUINA HERRAMIENTAS, EN GENERAL",1,1,1,,,,,,,,
781063,REGUL-OPERAD REVOLVERES PARA EL TRABAJO DE METALES,1,1,1,,,,,,,,
781064,REGULADOR-OPERADOR DE TORNO AUTOMATICO DE METAL,1,1,1,,,,,,,,
781065,TALADRISTA,1,1,1,,,,,,,,
781066,TRAZADOR EN METALES,1,1,1,,,,,,,,
781067,"TORNERO,LABRA DE METALES",1,1,1,,,,,,,,
781068,TORNERO DE EMBUTIR,1,1,1,,,,,,,,
781069,CARPINTERO MECANICO,1,1,1,,,,,,,,
782002,"MECANICO AUTOMOVILES, CAMIONES, MOTOCICLETAS, AUTOBUS, TRAC",1,1,1,,,,,,,,
782003,MECANICO DE DIRECCION Y FRENOS DE AUTOMOVILES,1,1,1,,,,,,,,
782004,"MECANICO DE MOTORES DE AVION,EN GENERAL",1,1,1,,,,,,,,
782005,"MECANICO DE MOTORES DE BARCOS,EN GENERAL",1,1,1,,,,,,,,
782006,MECANICO NAVAL,1,1,1,,,,,,,,
782007,MECANICO DE SALA DE MAQUINAS DE BARCOS,1,1,1,,,,,,,,
782008,"MECANICO DE MAQUINAS EN GENERAL: AGRICULTURA, OFICINA, TEXT",1,1,1,,,,,,,,
782009,"MECANICO MOTORES DIESEL,EXCEPTO MOTOR AUTOMOVILES Y CAMIONE",1,1,1,,,,,,,,
782010,"MECANICO DE TURBINAS,EXCEPTO TURBINAS DE AVION",1,1,1,,,,,,,,
782011,"MECANICO ENGRASADOR,EXCEPTO BARCOS",1,1,1,,,,,,,,
782012,MECANICO REPARADOR DE BICICLETAS,1,1,1,,,,,,,,
782013,MONTADOR DE MANUFACTURAS METALICAS,1,1,1,,,,,,,,
782014,"PROBADOR DE AUTOMOVILES,REPARACIONES",1,1,1,,,,,,,,
782015,REPARADOR DE BICICLETAS,1,1,1,,,,,,,,
782016,REVISOR Y PROBADOR DE MAQUINARIA,1,1,1,,,,,,,,
782017,SAMUELLES-MUELLERO,1,1,1,,,,,,,,
783001,AJUSTADOR ELECTRICISTA EN GENERAL,1,1,1,,,,,,,,
783002,AJUSTADORES ELECTRICISTAS DE MOTORES Y DINAMOS,1,1,1,,,,,,,,
783003,AJUSTADORES ELECTRICISTAS DE TRANSFORMADORES,1,1,1,,,,,,,,
783004,AJUSTADORES ELECTRICISTAS EQUIPOS CENTRALES ELECTRICOS,1,1,1,,,,,,,,
783005,AJUSTADORES ELECTRICISTAS ASCENSORES Y SIMILARES,1,1,1,,,,,,,,
783006,AJUSTADOR ELECTRONICISTA,1,1,1,,,,,,,,
783007,BOBINADOR ELECTRICISTA,1,1,1,,,,,,,,
783008,CONTROLADOR CALIDAD APARAT. ELECTRIC. Y ELECTRONICOS,1,1,1,,,,,,,,
783009,"DEBANADOR, ELECTRICISTA",1,1,1,,,,,,,,
783010,ELECTRICISTA BOBINADOR,1,1,1,,,,,,,,
783011,"ELECTRICISTA-MONTADOR,AIRE ACONDICIONADO",1,1,1,,,,,,,,
783012,"ELECTRICISTAS GRAL., CONSTRUC. INSTAL. ELEC., CINE",1,1,1,,,,,,,,
783013,ELECTRICISTA DE BARCOS Y AVIONES,1,1,1,,,,,,,,
783014,ELECTRICISTA DE VEHICULOS,1,1,1,,,,,,,,
783015,EMPALMADOR DE CABLES ELECTRICOS,1,1,1,,,,,,,,
783016,"INSPECTOR CONTROL CALIDAD, EQUIPO. ELECTRIC. Y ELECTRONICOS",1,1,1,,,,,,,,
783017,INSPECTOR CALIDAD APARAT. ELECTRIC. Y ELECTRONICOS,1,1,1,,,,,,,,
783018,INSPECTOR DE DISTINTIVO DE CALIDAD,1,1,1,,,,,,,,
783019,"INSTALADOR ELECTRICISTA,ASCENSORES Y EQUIPO SIMILAR",1,1,1,,,,,,,,
783020,INSTALADOR DE ANTENAS DE RADIO Y TELEVISION,1,1,1,,,,,,,,
783021,INSTALADOR DE TELEFONOS Y TELEGRAFOS,1,1,1,,,,,,,,
783022,INSTALADOR CABLES PARA LA ELECTRIFICACION FERROCARRILES,1,1,1,,,,,,,,
783023,"INSTALADOR LINEAS ENERGIA ELECTRICA, TENDIDO AEREO",1,1,1,,,,,,,,
783024,INSTALADOR DE CABLES DE ENERGIA ELECTRICA,1,1,1,,,,,,,,
783025,INSTALADOR DE LINEAS ELECTRICAS PARA TRACCION,1,1,1,,,,,,,,
783026,INSTALADOR DE CABLES,1,1,1,,,,,,,,
783027,INSTALADOR CABLES PARA TRACCION VEHICULOS ELECT.,1,1,1,,,,,,,,
783029,INSTALADOR DE CABLES DE TELEFONOS Y TELEGRAFOS,1,1,1,,,,,,,,
783030,INSTALADOR DE LINEAS SUBTERRANEOS,1,1,1,,,,,,,,
783031,INSTALADOR LINEAS ELECTRICAS Y TELECOMUNICACIONES,1,1,1,,,,,,,,
783032,INSTALADOR DE LINEAS DE TELECOMUNICACIONES,1,1,1,,,,,,,,
783033,MECANICO-REPARADOR DE RECEPTORES RADIO Y TV,1,1,1,,,,,,,,
783034,MECANICO DE TELEFONO Y TELEGRAFOS,1,1,1,,,,,,,,
783035,MECANICO REPARADOR DE TELEFONOS Y TELEGRAFOS,1,1,1,,,,,,,,
783036,MONTADOR DE INSTALACIONES TELEFONICAS Y TELEGRAFO,1,1,1,,,,,,,,
783037,"MONTADOR ELECTRICISTA, AJUSTADOR EN GENERAL",1,1,1,,,,,,,,
783038,"MONTADOR, ASCENSORES Y EQUIPO SIMILAR",1,1,1,,,,,,,,
783039,MONTADOR O ENSAMBLADOR APARATOS ELECT. Y ELECTRO.,1,1,1,,,,,,,,
783040,MONTADOR DE RADIOS,1,1,1,,,,,,,,
783041,MONTADOR DE TUBOS ELECTRONICOS,1,1,1,,,,,,,,
783042,MONTADOR CABLES DE TRANSPORTE DE ENERGIA ELECTRICA,1,1,1,,,,,,,,
783043,MONTADOR DE CABLES SUBTERRANEAS,1,1,1,,,,,,,,
783044,MONTADOR LINEAS AEREAS PARA TRANSPORTE DE CORRIENTE,1,1,1,,,,,,,,
783045,MONTADOR DE LINEAS CATENARIAS,1,1,1,,,,,,,,
783046,MONTADOR DE LINEAS TELEFONICAS Y TELEGRAFICAS,1,1,1,,,,,,,,
783047,MONTADOR DE LINEAS SUBTERRANEOS,1,1,1,,,,,,,,
783048,REPARADOR DE RECEPTORES DE RADIO Y TV,1,1,1,,,,,,,,
783049,RADIO TECNICO REPARACIONES DE RADIO Y TV,1,1,1,,,,,,,,
783050,REPARADOR DE APARATOS ELECTRODOMESTICOS,1,1,1,,,,,,,,
783051,REPARADOR ELECTRICISTA DE APARATOS ELECTRODOMESTICOS,1,1,1,,,,,,,,
783052,REPARADOR INSTALACIONES DE TELEFONICOS Y TELEGRAFOS,1,1,1,,,,,,,,
784001,"CONTROLADOR DE SONIDO,ESTUDIOS DE RADIO Y TV",1,1,1,,,,,,,,
784002,OPERADOR DE APARATOS DE ESTUDIOS DE RADIO Y TV,1,1,1,,,,,,,,
784003,OPERADOR DE EQUIPO DE TRANSMISION DE RADIO Y TV,1,1,1,,,,,,,,
784004,OPERADOR EQUIPO ESTUDIOS RADIODIFUSION O TV,1,1,1,,,,,,,,
784005,OPERADOR ESTACION EMISORA DE RADIO Y TV,1,1,1,,,,,,,,
784006,"OPERADOR DE ESTACION EMISORA RADIO Y TV,DE EQUIPO",1,1,1,,,,,,,,
784007,OPERADOR DE IMAGEN DE TELEVISION,1,1,1,,,,,,,,
784008,OPERADOR DE RADIO Y TELEVISION,1,1,1,,,,,,,,
784009,OPERADOR DE VIDEO,1,1,1,,,,,,,,
784010,"OPERADOR DE APARATO DE PROYECCION,CINE",1,1,1,,,,,,,,
784011,"OPERADOR DE CABINA, CINEMATOGRAFICA, SALAS CINE",1,1,1,,,,,,,,
784012,OPERADOR DE EQUIPO DE GRABACION O REG. DE SONIDO,1,1,1,,,,,,,,
784013,OPERADOR EQUIPO DE AMPLIFICACION DE SONIDO,1,1,1,,,,,,,,
784014,OPERADOR DE VIDEO O BETAMAX,1,1,1,,,,,,,,
785001,"AJUSTADOR DE TUBERIAS EN GENERAL, DE GAS, EN AVIONES",1,1,1,,,,,,,,
785002,ARMADOR DE CAJAS DE ACERO EN TALLER,1,1,1,,,,,,,,
785003,ARMADOR DE ESTRUCTURAS DE ACERO,1,1,1,,,,,,,,
785004,"ARMADOR HIERRO Y ACERO, BLINDAJE, CONSTRUC NAVALES",1,1,1,,,,,,,,
785005,ARMADOR DE BARCOS,1,1,1,,,,,,,,
785008,"CALDERERO, COBRE Y ALEACIONES LIGERAS CHAPAS ACERO",1,1,1,,,,,,,,
785009,CALENTADOR AL ROJO DE REMACHES,1,1,1,,,,,,,,
785010,"CARROCERO, AUTOMOVILES, AVIONES Y OTROS",1,1,1,,,,,,,,
785011,CORROCERO DE AUTOMOVILES,1,1,1,,,,,,,,
785012,CONDUCTOR DE MAQUINA DE SOLDAR POR ARCO ELECTRICO,1,1,1,,,,,,,,
785013,CORTADOR DE METALES CON SOPLETE,1,1,1,,,,,,,,
785014,"CHAPISTA EN GRAL., CALDERO, HOJALATERO, DECORACION",1,1,1,,,,,,,,
785015,"FONTANERO,EN GENERAL",1,1,1,,,,,,,,
785016,GASFITERO,1,1,1,,,,,,,,
785017,HOJALATERO O CHAPISTA,1,1,1,,,,,,,,
785018,"INSTALADOR TUBERIAS,EN GRAL,GAS,BARCOS,AVIONES",1,1,1,,,,,,,,
785019,MONTADOR DE CALDERAS,1,1,1,,,,,,,,
785020,"MONTADOR CONSTRUCC. METALICAS, EXCEPTO BUQUES",1,1,1,,,,,,,,
785021,"MONTADOR ESTRUCTURAS DE ACERO,EXCEPTO BUQUES",1,1,1,,,,,,,,
785022,"MONTADOR DE PLANCHAS,ASTILLEROS",1,1,1,,,,,,,,
785023,OPERADOR DE GASOMETRO,1,1,1,,,,,,,,
785024,"OXICORTADOR EN GENERAL, A MANO O A MAQUINA",1,1,1,,,,,,,,
785027,PLANCHADOR DE CARROCERIAS DE VEHICULOS,1,1,1,,,,,,,,
785028,PLOMERO,1,1,1,,,,,,,,
785029,PREPARADOR DE ESTRUCTURAS DE ACERO EN TALLER,1,1,1,,,,,,,,
785030,"REBLONADOR PLANCHAS METAL, A MANO O MAQ., PLANCHA",1,1,1,,,,,,,,
785031,"REMACHADOR, MANO O MAQ. PLANCHAS MET., MARTILLO NEU.",1,1,1,,,,,,,,
785032,"REPLANTEADOR DE ESTRUCTURAS, METALICAS",1,1,1,,,,,,,,
785033,SOLDADOR-PLOMERO,1,1,1,,,,,,,,
785034,"SOLDADOR CON SOPLETE Y POR ARCO ELECTRICO,GRAL",1,1,1,,,,,,,,
785035,"SOPLETISTA DE CORTE, A MANO",1,1,1,,,,,,,,
785036,SOPLETISTA SOLDADOR,1,1,1,,,,,,,,
785037,SOLDADOR N.E.O.P.,1,1,1,,,,,,,,
785038,SOLDADOR DE CAUTIN (CAUTIL),1,1,1,,,,,,,,
785039,TRAZADOR DE CALDERERIA Y CHAPAS,1,1,1,,,,,,,,
785040,TRAZADOR DE PLANCHAS Y CHAPAS METALICAS,1,1,1,,,,,,,,
785041,TRAZADOR DE ESTRUCTURAS METALICAS,1,1,1,,,,,,,,
785042,"TRAZADOR DE GALIBOS, ASTILLEROS",1,1,1,,,,,,,,
785043,"TUBERO EN GENERAL, DISTRIBUCION GAS, AIRE A PRESION, VAPOR",1,1,1,,,,,,,,
791001,"ARREGLO DE MAQUINA DE ESCRIBIR, CALCULADORAS, ETC.",1,1,1,,,,,,,,
791002,"AJUSTADOR, MONTADOR DE MOTORES A GASOLINA",1,1,1,,,,,,,,
791003,"AJUSTADOR, MONTADOR DE MOTORES DIESEL",1,1,1,,,,,,,,
791004,"AJUSTADOR, MONTADOR DE MOTORES DE COMBUST.INT.(EX.MOT.AVION",1,1,1,,,,,,,,
791005,AJUSTADOR-MONTADOR DE MOTORES MARINOS,1,1,1,,,,,,,,
791006,"AJUSTADOR-MONTADOR DE MOTORES AVION,REACCION",1,1,1,,,,,,,,
791007,AJUSTADOR-MONTADOR EXCEPTO MOTORES COMBUS. INTERNA,1,1,1,,,,,,,,
791008,CONSTRUCTOR DE BRUJULAS,1,1,1,,,,,,,,
791009,CONSTRUCTOR DE BALANZAS,1,1,1,,,,,,,,
791010,"CONSTRUCTOR DE BAROMETROS, TERMOMETROS",1,1,1,,,,,,,,
791011,"INSTRUMENTISTA, INSTRUMENTOS DE PRECISION",1,1,1,,,,,,,,
791012,"MECANICO-MONTADOR MAQUINA, EQUIPO INDUSTRIAL, AIRE ACONDICI",1,1,1,,,,,,,,
791013,"MECANICO, AJUSTADOR DE MAQUINARIA EN GENERAL",1,1,1,,,,,,,,
791014,MECANICO DE BALANZAS,1,1,1,,,,,,,,
791015,MECANICO DE CAMARAS FOTOGRAFICAS,1,1,1,,,,,,,,
791016,MECANICO DE INSTRUMENTOS DE OPTICA,1,1,1,,,,,,,,
791017,MECANICO DE INSTRUMENTOS DE LABORATORIO,1,1,1,,,,,,,,
791018,MECANICO DE INSTRUMENTOS DE ODONTOLOGIA,1,1,1,,,,,,,,
791019,MECANICO DE INSTRUMENTO QUIRURGICOS,1,1,1,,,,,,,,
791020,MECANICO DE PROTESIS ORTOPEDICAS,1,1,1,,,,,,,,
791021,MECANICO DE PROTESIS DENTALES,1,1,1,,,,,,,,
791022,MECANICO DENTISTA,1,1,1,,,,,,,,
791023,MECANICO ORTOPEDISTA,1,1,1,,,,,,,,
791024,MECANICOS DE INSTRUMENTOS DE PRECISION,1,1,1,,,,,,,,
791025,MONTADOR DE APARATOS FOTOGRAFICOS,1,1,1,,,,,,,,
791026,MONTADOR DE INSTRUMENTOS DE PRECISION,1,1,1,,,,,,,,
791027,RELOJERO,1,1,1,,,,,,,,
791028,REPARADOR DE RELOJES,1,1,1,,,,,,,,
792001,"BATIHOJA,JOYERO O PLATERO",1,1,1,,,,,,,,
792002,CINCELADOR-ORFEBRE,1,1,1,,,,,,,,
792003,DIAMANTISTA-PULIDOR Y TALLADOR DE PIEDRAS PRECIOSAS,1,1,1,,,,,,,,
792004,ENGASTADOR,1,1,1,,,,,,,,
792005,ESMALTADOR DE METALES PRECIOSOS,1,1,1,,,,,,,,
792006,"FILIGRANISTA,JOYERO O PLATERO",1,1,1,,,,,,,,
792007,GRABADOR DE METALES PRECIOSOS,1,1,1,,,,,,,,
792008,GRABADOR DE PLATERIA Y JOYERIA,1,1,1,,,,,,,,
792009,LAMINADOR DE METALES PRECIOSOS,1,1,1,,,,,,,,
792010,"LAPIDARIO, TALLADOR Y PULIDOR DE PIEDRAS PRECIOSAS",1,1,1,,,,,,,,
792011,MARTILLADOR DE METALES PRECIOSOS,1,1,1,,,,,,,,
792012,MONTADOR DE PIEDRAS PRECIOSAS,1,1,1,,,,,,,,
792013,"MONTADOR, ORFEBRERIA",1,1,1,,,,,,,,
792014,"ORFEBRE, JOYERO O PLATERO",1,1,1,,,,,,,,
792015,"ORFEBRERIA, CINCELADOR (JOYERO O PLATERO)",1,1,1,,,,,,,,
792016,"PLATERIA, GRABADOR",1,1,1,,,,,,,,
792017,PLATERO Y ORFEBRE,1,1,1,,,,,,,,
792018,RECALCADOR DE METALES PRECIOSOS,1,1,1,,,,,,,,
792019,"REPARADOR, DE JOYAS",1,1,1,,,,,,,,
792020,"REPUJADOR, OTRO JOYERO O PLATERO",1,1,1,,,,,,,,
792021,TALLADOR Y PULIDOR DE PIEDRAS PRECIOSAS,1,1,1,,,,,,,,
792022,TORNERO-REPUJADOR ORFEBRERIA,1,1,1,,,,,,,,
792023,TREFILADOR DE METALES PRECIOSOS,1,1,1,,,,,,,,
793001,"ACABADOR DE BORDES,CRISTAL",1,1,1,,,,,,,,
793002,AFINADOR A MAQUINA DE CRISTALES DE OPTICA,1,1,1,,,,,,,,
793003,"AFINADOR DE VIDRIO,OPTICA DE ANTEOJERIA",1,1,1,,,,,,,,
793004,BISELADOR DE CRISTALES,1,1,1,,,,,,,,
793005,CONDUCTOR DE MAQUINA DE ESTIRAR VIDRIO PLANO,1,1,1,,,,,,,,
793006,"CORTADOR, TALLADOR DE CRISTALES DE OPTICA",1,1,1,,,,,,,,
793007,CORTADOR DE VIDRIO,1,1,1,,,,,,,,
793008,CURVADOR DE TUBOS DE VIDRIO,1,1,1,,,,,,,,
793009,"DESBASTADOR, OPTICA EN ANTEOJERIA",1,1,1,,,,,,,,
793010,"ESMERILADOR DE BORDES,VIDRIO",1,1,1,,,,,,,,
793011,ESMERILADOR DE LENTES A MAQUINA,1,1,1,,,,,,,,
793012,LAMINADOR DE LUNAS DE VIDRIO,1,1,1,,,,,,,,
793013,MODELADOR DE LENTES,1,1,1,,,,,,,,
793014,OPERADOR DE BANO METALICO POR FLOTACION VIDRIO,1,1,1,,,,,,,,
793015,OPERADOR DE MAQUINA DE MOLDEAR O SOPLAR VIDRIO,1,1,1,,,,,,,,
793016,"OPERADOR MAQUINA ESTIRAR VIDRIO PLANO,VARILLAS O TUBO",1,1,1,,,,,,,,
793017,OPERADOR EN PRENSA DE MOLDEAR VIDRIO,1,1,1,,,,,,,,
793018,OPERADOR VERTIDO VIDRIO FUNDIDO/VERTIDOR VIDRIO FUNDIDO,1,1,1,,,,,,,,
793019,PULIDOR A MAQUINA DE CRISTALES DE OPTICA,1,1,1,,,,,,,,
793020,PULIDOR DE CRISTALES,1,1,1,,,,,,,,
793021,PULIDOR DE LENTES,1,1,1,,,,,,,,
793022,"SOPLADOR VIDRIO,MATERIAL LABORATORIO A MAQUINA",1,1,1,,,,,,,,
793023,TALLADOR DE CRISTALES DE OPTICA,1,1,1,,,,,,,,
794001,"ALFARERO,EN GRAL,EXCEPTO LADRILLOS,ADOBES,TEJAS",1,1,1,,,,,,,,
794002,"AMASADOR DE CAOLIN,PORCELANA",1,1,1,,,,,,,,
794003,"CERAMISTA MOLDES, A MANO EXCEPTO LADRILLOS, ADOBES, TEJAS",1,1,1,,,,,,,,
794004,"CRIBADOR DE TIERRA, CERAMICA",1,1,1,,,,,,,,
794005,"CERAMISTA EN GRAL,EXCEPTO ADOBES,LADRILLOS,TEJAS",1,1,1,,,,,,,,
794006,CINCELADOR DE PIEZAS DE CERAMICA,1,1,1,,,,,,,,
794007,"COLADOR DE CERAMICA,EXCEPTO DE ADOBE Y LADRILLO",1,1,1,,,,,,,,
794008,"EXTRUSOR DE ARCILLA,CERAMICA",1,1,1,,,,,,,,
794009,"MACHERO-MOLDEADOR,CERAMICA",1,1,1,,,,,,,,
794010,MEZCLADOR DE PASTA DE ABRASIVOS,1,1,1,,,,,,,,
794011,"MODELADOR AL TORNO CON TERRAJA,CERAMICA",1,1,1,,,,,,,,
794012,MODELISTA DE CERAMICA,1,1,1,,,,,,,,
794013,MOLDEADOR DE MUELAS ABRASIVAS,1,1,1,,,,,,,,
794014,MOLDEADOR MACHERO DE CERAMICA,1,1,1,,,,,,,,
794015,"MOLINERO,TIERRA DE LOZA",1,1,1,,,,,,,,
794016,OPERADOR DE FILTRO PRENSA PARA ARCILLA(CERAMICA),1,1,1,,,,,,,,
794017,OPERADOR DE PRENSA DE CERAMICA,1,1,1,,,,,,,,
794018,"OPERADOR DE PRENSA GALLETERA, CERAMICA",1,1,1,,,,,,,,
794019,"PRENSADOR DE CERAMICA, CON TROQUEL",1,1,1,,,,,,,,
794020,PREPARADOR DE BARBOTIN,1,1,1,,,,,,,,
794021,"PREPARADOR DE MOLDES, CERAMICA, LOZA Y PORCELANA",1,1,1,,,,,,,,
794022,"PREPARADOR CERAMICA EN MOLDES, PASTA DE ARCILLA",1,1,1,,,,,,,,
794023,TALADRADOR DE PIEZAS DE CERAMICA,1,1,1,,,,,,,,
794024,"TAMIZADOR DE TIERRAS, CERAMICA",1,1,1,,,,,,,,
794025,TORNERO-ALFARERO EN TORNO DE PEDAL,1,1,1,,,,,,,,
794026,"TORNERO EN TORNO DE PEDAL, LOZA Y PORCELANA",1,1,1,,,,,,,,
